#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A68916
#Date Time: 2018-04-29 13:33:13.594
#Sample rate: 4e+06Hz
#Samples: 20000
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 2 mV/div Offset: -2.11 V
#Channel 2: Range: 500 mV/div Offset: -2 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.0025000000000000001,2.1256753281654661,2.1289466454314483
-0.0024997499999999998,2.1253450274188119,2.1292773694292713
-0.0024995,2.1256753281654661,2.1296080934270942
-0.0024992500000000002,2.1256753281654661,2.1292773694292713
-0.0024989999999999999,2.1253450274188119,2.1286159214336253
-0.0024987500000000001,2.1256753281654661,2.1292773694292713
-0.0024984999999999999,2.1256753281654661,2.1289466454314483
-0.00249825,2.1256753281654661,2.1289466454314483
-0.0024979999999999998,2.1256753281654661,2.1292773694292713
-0.00249775,2.1246844259255036,2.1282851974358019
-0.0024975000000000002,2.1256753281654661,2.1292773694292713
-0.0024972499999999999,2.1250147266721577,2.1286159214336253
-0.0024970000000000001,2.1250147266721577,2.1286159214336253
-0.0024967499999999998,2.1256753281654661,2.1289466454314483
-0.0024965,2.1256753281654661,2.1282851974358019
-0.0024962500000000002,2.1253450274188119,2.1282851974358019
-0.002496,2.1256753281654661,2.1279544734379789
-0.0024957500000000001,2.1256753281654661,2.127293025442333
-0.0024954999999999999,2.1256753281654661,2.1269623014445096
-0.0024952500000000001,2.1250147266721577,2.1266315774466866
-0.0024949999999999998,2.1250147266721577,2.1269623014445096
-0.00249475,2.1250147266721577,2.1266315774466866
-0.0024945000000000002,2.1246844259255036,2.1259701294510407
-0.0024942499999999999,2.1246844259255036,2.1253086814553943
-0.0024940000000000001,2.1243541251788494,2.1253086814553943
-0.0024937499999999999,2.1243541251788494,2.1256394054532177
-0.0024935000000000001,2.1240238244321952,2.1249779574575713
-0.0024932499999999998,2.1243541251788494,2.1249779574575713
-0.002493,2.1240238244321952,2.1253086814553943
-0.0024927500000000002,2.1240238244321952,2.1249779574575713
-0.0024924999999999999,2.1243541251788494,2.1249779574575713
-0.0024922500000000001,2.1243541251788494,2.1246472334597484
-0.0024919999999999999,2.1246844259255036,2.1243165094619254
-0.00249175,2.1240238244321952,2.1243165094619254
-0.0024914999999999998,2.1240238244321952,2.1243165094619254
-0.00249125,2.1240238244321952,2.1243165094619254
-0.0024910000000000002,2.123693523685541,2.1239857854641024
-0.0024907499999999999,2.1243541251788494,2.1243165094619254
-0.0024905000000000001,2.1246844259255036,2.1243165094619254
-0.0024902499999999998,2.1250147266721577,2.1243165094619254
-0.00249,2.1253450274188119,2.1249779574575713
-0.0024897500000000002,2.1253450274188119,2.1249779574575713
-0.0024895,2.1250147266721577,2.1243165094619254
-0.0024892500000000001,2.1250147266721577,2.1249779574575713
-0.0024889999999999999,2.1253450274188119,2.1249779574575713
-0.0024887500000000001,2.1253450274188119,2.1253086814553943
-0.0024884999999999998,2.1260056289121203,2.1253086814553943
-0.00248825,2.1263359296587745,2.1266315774466866
-0.0024880000000000002,2.1256753281654661,2.1259701294510407
-0.0024877499999999999,2.1260056289121203,2.1259701294510407
-0.0024875000000000001,2.1256753281654661,2.1266315774466866
-0.0024872499999999999,2.1263359296587745,2.127293025442333
-0.0024870000000000001,2.1256753281654661,2.1266315774466866
-0.0024867499999999998,2.1256753281654661,2.1266315774466866
-0.0024865,2.1260056289121203,2.1269623014445096
-0.0024862500000000002,2.1260056289121203,2.1269623014445096
-0.0024859999999999999,2.1263359296587745,2.1266315774466866
-0.0024857500000000001,2.1263359296587745,2.1266315774466866
-0.0024854999999999999,2.1273268318987371,2.127293025442333
-0.00248525,2.1273268318987371,2.127293025442333
-0.0024849999999999998,2.1269965311520829,2.127293025442333
-0.00248475,2.1269965311520829,2.1266315774466866
-0.0024845000000000002,2.1273268318987371,2.1269623014445096
-0.0024842499999999999,2.1269965311520829,2.1266315774466866
-0.0024840000000000001,2.1269965311520829,2.1263008534488637
-0.0024837499999999998,2.1269965311520829,2.1259701294510407
-0.0024835,2.1266662304054287,2.1263008534488637
-0.0024832500000000002,2.1260056289121203,2.1256394054532177
-0.002483,2.1260056289121203,2.1256394054532177
-0.0024827500000000001,2.1266662304054287,2.1259701294510407
-0.0024824999999999999,2.1263359296587745,2.1253086814553943
-0.0024822500000000001,2.1263359296587745,2.1246472334597484
-0.0024819999999999998,2.1266662304054287,2.1243165094619254
-0.00248175,2.1269965311520829,2.1246472334597484
-0.0024815000000000002,2.1269965311520829,2.1239857854641024
-0.0024812499999999999,2.1266662304054287,2.123655061466279
-0.0024810000000000001,2.1263359296587745,2.1229936134706331
-0.0024807499999999999,2.1266662304054287,2.1233243374684561
-0.0024805000000000001,2.1256753281654661,2.1226628894728101
-0.0024802499999999998,2.1260056289121203,2.1226628894728101
-0.00248,2.1253450274188119,2.1229936134706331
-0.0024797500000000002,2.1253450274188119,2.1229936134706331
-0.0024794999999999999,2.1250147266721577,2.1229936134706331
-0.0024792500000000001,2.1253450274188119,2.1226628894728101
-0.0024789999999999999,2.1253450274188119,2.1233243374684561
-0.0024787500000000001,2.1256753281654661,2.1223321654749867
-0.0024784999999999998,2.1256753281654661,2.1226628894728101
-0.00247825,2.1256753281654661,2.1239857854641024
-0.0024780000000000002,2.1243541251788494,2.1229936134706331
-0.0024777499999999999,2.1243541251788494,2.1233243374684561
-0.0024775000000000001,2.1243541251788494,2.1239857854641024
